pid,lot_frontage,lot_area,lot_config,neighborhood,overall_qu,overall_cond,year_blt,exterior_1st,mas_vnr_type,exter_qu,foundation,bsmt_qu,bsmt_exposure,bsmt_unf_sf,total_bsmt_sf,heating_qu,2nd_flr_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_qu,fireplaces,fireplace_qu,garage_area,wood_deck_sf,mo_sold,year_sold,saleprice
923202220,200.0,43500,Inside,Mitchel,3,5,1953,MetalSd,NONE,1,CBlock,0,0,0.0,0.0,4,0,2034,1,0,2,2,0,0,1041.0,483,6,2007,130000
923203010,62.0,6710,FR3,Mitchel,6,5,1996,VinylSd,BrkFace,1,PConc,5,3,0.0,920.0,4,0,936,0,1,0,2,0,0,460.0,0,6,2007,140000
923204050,94.0,25286,Inside,Mitchel,4,5,1963,HdBoard,NONE,1,PConc,3,4,431.0,1064.0,3,0,1040,1,0,3,2,0,0,648.0,0,1,2007,132250
923204140,100.0,25000,Inside,Mitchel,5,4,1967,HdBoard,NONE,1,CBlock,3,3,1632.0,1632.0,2,0,1632,2,0,4,2,0,0,576.0,0,6,2007,143000
923205025,,32463,Inside,Mitchel,4,4,1961,MetalSd,Stone,1,CBlock,3,3,90.0,1249.0,4,0,1622,1,0,3,2,1,3,1356.0,439,3,2007,168000
923225040,44.0,4224,Inside,MeadowV,5,7,1976,CemntBd,NONE,1,PConc,4,1,200.0,1040.0,2,0,1060,1,0,3,2,1,3,572.0,100,6,2007,129900
923225050,44.0,4224,Inside,MeadowV,5,5,1976,CemntBd,NONE,1,PConc,4,1,268.0,1142.0,2,0,1142,1,1,3,2,1,1,528.0,536,8,2007,134000
923226300,21.0,1504,Inside,MeadowV,4,4,1972,CemntBd,NONE,1,CBlock,3,1,294.0,546.0,2,546,1092,1,1,3,2,0,0,253.0,0,5,2007,85500
923228200,,1533,Inside,MeadowV,4,5,1970,CemntBd,NONE,1,CBlock,4,3,27.0,530.0,2,462,992,1,0,2,2,0,0,297.0,112,7,2007,106500
923228220,21.0,1495,Inside,MeadowV,4,6,1970,CemntBd,BrkFace,1,CBlock,3,1,162.0,546.0,4,546,1092,1,1,3,2,0,0,0.0,0,5,2007,93900
923228250,21.0,2001,Inside,MeadowV,4,5,1970,CemntBd,BrkFace,1,CBlock,3,1,546.0,546.0,1,546,1092,1,1,3,2,0,0,286.0,0,1,2007,75000
923228290,21.0,1936,Inside,MeadowV,4,6,1970,CemntBd,NONE,1,CBlock,4,3,0.0,630.0,3,0,630,1,0,1,2,0,0,0.0,0,12,2007,84500
923228390,21.0,1890,Inside,MeadowV,4,3,1976,CemntBd,NONE,1,CBlock,3,1,546.0,546.0,4,546,1092,1,1,3,2,0,0,286.0,0,4,2007,75190
923229010,,11333,Corner,Mitchel,6,5,1976,HdBoard,NONE,1,PConc,4,3,490.0,1029.0,2,0,1062,1,0,3,2,2,3,539.0,120,5,2007,146800
923229040,72.0,9129,Inside,Mitchel,5,5,1977,Plywood,BrkFace,1,PConc,4,3,0.0,923.0,2,0,1008,1,0,1,3,1,2,678.0,201,7,2007,153500
923229100,,15957,Corner,Mitchel,6,6,1977,HdBoard,NONE,1,PConc,4,4,96.0,1244.0,2,0,1356,2,0,3,2,1,3,528.0,1424,9,2007,188000
923229140,61.0,33983,Inside,Mitchel,5,6,1977,Plywood,NONE,1,PConc,3,2,48.0,1160.0,2,0,1676,1,1,3,3,2,3,672.0,690,5,2007,196000
923230010,68.0,8286,Corner,Mitchel,5,7,1977,Plywood,NONE,1,PConc,4,1,185.0,716.0,4,716,1432,1,1,3,2,1,4,531.0,0,6,2007,157000
923230120,50.0,6723,Inside,Mitchel,5,7,1971,Wd Sdng,NONE,1,CBlock,4,3,0.0,796.0,2,0,796,1,0,2,2,0,0,0.0,129,9,2007,138000
923230180,54.0,7244,Inside,Mitchel,5,7,1970,VinylSd,NONE,1,CBlock,4,3,149.0,768.0,4,0,768,1,0,2,2,0,0,624.0,104,4,2007,129500
923251160,124.0,27697,Inside,Mitchel,4,3,1961,Plywood,CBlock,1,CBlock,3,1,585.0,1396.0,2,0,1608,1,0,3,2,0,0,444.0,152,11,2007,80000
923252080,69.0,7599,Corner,Mitchel,4,6,1982,HdBoard,NONE,1,CBlock,3,1,280.0,845.0,2,0,845,1,0,2,2,0,0,360.0,0,6,2007,129500
923275010,,11000,Corner,Mitchel,5,6,1976,Plywood,NONE,1,PConc,4,1,0.0,1090.0,2,0,1178,1,1,3,2,0,0,502.0,0,6,2007,135000
923275200,76.0,8314,Corner,Mitchel,5,7,1982,HdBoard,NONE,1,CBlock,3,4,270.0,816.0,2,0,816,1,0,2,2,0,0,264.0,168,6,2007,124500
923276180,65.0,11625,Inside,Mitchel,5,7,1983,HdBoard,NONE,1,CBlock,4,1,220.0,816.0,2,0,816,1,0,2,2,0,0,264.0,330,5,2007,139000
923400150,63.0,10712,Inside,Mitchel,5,5,1991,HdBoard,NONE,1,PConc,4,2,762.0,974.0,2,0,974,1,0,3,2,0,0,0.0,0,9,2007,93500
923425030,62.0,10447,Inside,Mitchel,5,6,1984,Plywood,NONE,1,CBlock,3,1,348.0,864.0,2,0,887,1,0,3,2,0,0,288.0,140,12,2007,124500
526302030,,11027,Inside,NAmes,6,5,1954,Wd Sdng,Stone,1,CBlock,3,1,171.0,1178.0,3,0,1293,2,0,2,2,0,0,452.0,280,5,2006,149900
526302040,85.0,10533,Inside,NAmes,6,6,1956,VinylSd,BrkFace,1,CBlock,3,1,235.0,1008.0,2,0,1024,1,0,2,3,2,3,313.0,0,8,2006,157500
526302120,,11765,Corner,NAmes,5,5,1957,Wd Sdng,Stone,1,CBlock,3,2,490.0,1617.0,1,0,1797,1,1,3,2,1,3,963.0,0,6,2006,169000
526303060,,39384,CulDSac,NAmes,6,6,1957,Wd Sdng,Stone,1,CBlock,4,4,595.0,1705.0,4,0,1390,1,1,1,4,2,4,550.0,0,10,2006,252000
526354020,90.0,11727,Corner,NAmes,7,6,1969,HdBoard,BrkFace,1,CBlock,3,2,1851.0,1851.0,3,0,1851,2,0,3,2,1,3,506.0,0,3,2006,192100
527105060,60.0,8238,Inside,Gilbert,6,5,1997,VinylSd,NONE,1,PConc,3,1,113.0,813.0,4,712,1525,2,1,3,2,1,3,400.0,421,5,2006,183500
527106010,,13006,Corner,Gilbert,7,5,1997,HdBoard,BrkFace,1,PConc,4,1,964.0,964.0,3,1243,2236,2,1,4,3,1,3,642.0,0,11,2006,222000
527107020,,13041,Inside,Gilbert,6,5,1995,HdBoard,NONE,1,PConc,4,1,781.0,781.0,3,890,1671,2,1,3,2,1,3,423.0,0,2,2006,170000
527107030,,13031,Corner,Gilbert,6,5,1995,HdBoard,NONE,1,PConc,4,1,99.0,691.0,3,807,1498,2,1,3,2,1,3,409.0,315,7,2006,187500
527107120,54.0,9783,Inside,Gilbert,6,5,1996,HdBoard,NONE,1,PConc,4,1,821.0,821.0,3,955,1776,2,1,3,2,1,3,443.0,286,5,2006,202000
527107240,70.0,11207,FR2,Gilbert,6,5,1997,VinylSd,NONE,1,PConc,4,3,88.0,802.0,3,709,1511,2,1,3,2,1,3,413.0,95,6,2006,185000
527108010,134.0,19378,Corner,Gilbert,7,5,2005,VinylSd,BrkFace,2,PConc,4,2,1335.0,1392.0,4,1070,2462,2,1,4,3,1,4,576.0,239,3,2006,320000
527108020,50.0,14859,CulDSac,Gilbert,7,5,2006,VinylSd,BrkFace,2,PConc,4,1,1670.0,1670.0,4,0,1670,2,0,3,3,1,4,690.0,144,8,2006,240000
527108030,50.0,13128,CulDSac,Gilbert,8,5,2005,VinylSd,BrkFace,2,PConc,4,1,1074.0,1074.0,4,990,2064,2,1,4,3,1,4,527.0,0,1,2006,250000
527108040,72.0,10463,CulDSac,Gilbert,8,5,2005,VinylSd,NONE,2,PConc,4,1,893.0,893.0,4,900,1801,2,1,3,3,1,4,800.0,0,6,2006,239900
527108060,42.0,13751,CulDSac,Gilbert,7,5,2005,VinylSd,BrkFace,2,PConc,4,3,1640.0,1700.0,4,512,2212,2,1,3,3,1,4,773.0,237,5,2006,309000
527108090,168.0,23257,CulDSac,Gilbert,7,5,2006,VinylSd,NONE,2,PConc,5,1,868.0,868.0,4,1134,2021,2,1,3,3,1,4,422.0,0,9,2006,274725
527146135,68.0,13108,Inside,StoneBr,8,5,1994,CemntBd,NONE,2,PConc,4,1,2062.0,2062.0,4,608,2687,2,1,4,3,0,0,618.0,168,12,2006,270000
527158020,,8076,Inside,Gilbert,6,6,1993,HdBoard,BrkFace,1,PConc,4,1,455.0,1160.0,3,0,1169,2,0,3,2,1,3,402.0,0,7,2006,183500
527163020,,7685,Inside,Gilbert,6,5,1993,HdBoard,BrkFace,1,PConc,4,1,179.0,697.0,3,804,1501,2,1,3,3,1,3,420.0,190,5,2006,165600
527166030,63.0,9084,Inside,Gilbert,7,5,1998,VinylSd,NONE,1,PConc,4,1,935.0,935.0,3,677,1632,2,1,3,2,1,3,462.0,0,6,2006,176500
527182020,30.0,3701,Inside,StoneBr,8,5,1987,HdBoard,NONE,1,CBlock,4,1,1191.0,1191.0,2,0,1204,2,0,2,2,0,0,461.0,120,8,2006,130000
527190050,44.0,5306,Inside,StoneBr,7,7,1987,HdBoard,NONE,2,PConc,4,1,354.0,1064.0,3,703,1767,2,0,2,3,1,3,504.0,441,6,2006,239000
527190220,,6563,CulDSac,StoneBr,8,5,1985,HdBoard,NONE,2,PConc,4,4,594.0,1742.0,2,0,1742,2,0,2,3,1,3,564.0,114,12,2006,275000
527210030,59.0,16023,CulDSac,StoneBr,9,5,2005,VinylSd,BrkFace,2,PConc,5,4,180.0,1398.0,4,1384,2798,3,1,3,4,1,4,670.0,182,3,2006,457347
527210040,60.0,18062,CulDSac,StoneBr,10,5,2006,CemntBd,BrkFace,3,PConc,5,4,1528.0,1528.0,4,1862,3390,3,1,5,4,1,5,758.0,204,9,2006,545224
527210050,63.0,12292,CulDSac,StoneBr,9,5,2006,VinylSd,BrkFace,2,PConc,5,4,889.0,1094.0,4,1371,2473,2,1,4,3,1,4,675.0,246,7,2006,356383
527212030,85.0,16056,Inside,StoneBr,9,5,2005,CemntBd,Stone,2,PConc,5,3,1752.0,1992.0,4,876,2868,3,1,4,4,1,4,716.0,214,7,2006,556581
527212040,82.0,12438,Inside,StoneBr,8,5,2006,VinylSd,BrkFace,3,PConc,5,1,1234.0,1234.0,4,1312,2576,2,1,4,4,1,4,666.0,324,7,2006,361919
527214060,82.0,16052,CulDSac,StoneBr,10,5,2006,VinylSd,Stone,3,PConc,5,1,644.0,1850.0,4,848,2698,2,1,4,4,1,4,736.0,250,7,2006,535000
527216010,92.0,15922,Corner,StoneBr,9,5,2005,VinylSd,BrkFace,2,PConc,5,3,1390.0,1390.0,4,1405,2795,3,1,4,4,1,4,660.0,272,1,2006,401179
527216050,66.0,13682,CulDSac,StoneBr,10,5,2006,VinylSd,BrkFace,3,PConc,5,4,1410.0,1410.0,4,1519,2945,3,1,3,3,1,4,641.0,192,10,2006,438780
527226010,,14762,Corner,Gilbert,5,6,1948,Plywood,NONE,1,Slab,0,0,0.0,0.0,3,720,2320,2,0,2,2,1,3,672.0,120,5,2006,169000
527250040,100.0,34650,Inside,Gilbert,5,5,1955,Wd Sdng,NONE,1,CBlock,3,2,0.0,1056.0,2,0,1056,1,0,3,2,0,0,572.0,264,1,2006,145000
527252090,60.0,8147,Inside,StoneBr,9,5,2005,MetalSd,BrkFace,2,PConc,5,4,523.0,1714.0,4,0,1714,2,0,2,3,1,4,517.0,156,8,2006,318000
527254070,69.0,11302,Inside,StoneBr,8,5,2005,VinylSd,BrkFace,2,PConc,4,4,392.0,1814.0,4,0,1826,2,0,3,3,1,3,758.0,180,8,2006,319000
527256120,90.0,18261,Inside,StoneBr,9,5,2005,VinylSd,BrkFace,3,PConc,5,4,494.0,1910.0,4,0,2000,2,1,3,4,2,4,722.0,351,9,2006,470000
527301010,91.0,14145,Corner,NWAmes,7,7,1984,Wd Sdng,NONE,2,CBlock,4,2,995.0,1208.0,4,0,1621,2,0,3,3,0,0,440.0,108,5,2006,202500
527302080,,13837,Corner,NWAmes,7,5,1988,HdBoard,BrkFace,2,PConc,4,1,0.0,1204.0,3,806,2183,2,1,4,3,0,0,786.0,0,2,2006,229000
527325160,,16659,Corner,NWAmes,7,7,1977,Plywood,BrkFace,1,CBlock,3,1,0.0,795.0,1,795,2263,2,1,3,3,1,3,539.0,0,3,2006,235000
527327080,,18800,FR2,NWAmes,6,5,1976,HdBoard,BrkFace,1,PConc,4,2,84.0,796.0,2,784,1574,2,1,3,2,1,3,566.0,306,7,2006,190000
527328010,,10464,FR3,NWAmes,6,6,1980,HdBoard,BrkFace,1,CBlock,4,3,138.0,988.0,2,0,1102,1,0,2,2,1,3,582.0,140,6,2006,169000
527354040,80.0,10400,Inside,NWAmes,7,5,1988,Wd Sdng,BrkFace,1,CBlock,4,3,916.0,1845.0,3,0,1872,2,0,3,2,1,3,604.0,197,6,2006,241500
527355060,81.0,10530,Inside,NWAmes,7,5,1978,Plywood,BrkFace,1,CBlock,3,1,945.0,945.0,2,912,1857,2,1,4,2,1,3,482.0,400,7,2006,188900
527355280,79.0,10240,Inside,NWAmes,6,6,1980,Plywood,BrkFace,1,CBlock,4,1,0.0,1686.0,2,0,1686,2,0,3,2,1,3,612.0,384,5,2006,207500
527356020,80.0,16692,Inside,NWAmes,7,5,1978,Plywood,BrkFace,1,CBlock,4,1,133.0,1392.0,2,1392,2784,3,1,5,3,2,3,564.0,0,7,2006,250000
527356060,85.0,11475,Inside,NWAmes,6,6,1975,VinylSd,NONE,1,CBlock,4,1,163.0,713.0,2,741,1552,2,1,3,2,1,3,434.0,209,2,2006,179900
527358090,,9927,Inside,NWAmes,7,5,1976,VinylSd,Stone,2,CBlock,5,4,42.0,1047.0,2,0,1083,1,0,2,2,1,2,596.0,444,7,2006,172000
527365010,75.0,9512,Inside,Somerst,7,5,2005,VinylSd,NONE,2,PConc,4,1,172.0,960.0,4,1358,2318,2,1,3,3,1,5,541.0,0,6,2006,294323
527375160,81.0,10530,Inside,NWAmes,6,6,1975,Plywood,BrkFace,1,CBlock,3,1,127.0,675.0,2,766,1875,3,0,3,3,1,3,485.0,48,6,2006,184500
527376090,78.0,10140,Inside,NWAmes,5,6,1975,HdBoard,NONE,1,CBlock,4,1,268.0,1056.0,4,0,1074,1,1,3,2,0,0,495.0,0,7,2006,153500
527376110,78.0,10140,Inside,NWAmes,7,5,1976,HdBoard,NONE,1,PConc,4,1,638.0,832.0,2,832,1664,2,1,4,2,1,3,528.0,0,3,2006,162900
527377030,78.0,10140,Inside,NWAmes,6,6,1974,HdBoard,BrkFace,1,CBlock,3,1,0.0,1040.0,1,0,1309,1,1,3,3,1,2,484.0,265,1,2006,181000
527378010,80.0,10000,Inside,NWAmes,6,6,1974,HdBoard,BrkFace,1,CBlock,3,1,348.0,1103.0,2,0,1103,2,0,3,2,0,0,462.0,295,6,2006,155000
527402210,,15870,Corner,NAmes,5,5,1969,VinylSd,NONE,1,CBlock,3,2,230.0,1096.0,4,0,1096,1,0,3,2,0,0,299.0,240,3,2006,138800
527402380,71.0,9353,Inside,NAmes,4,5,1970,MetalSd,NONE,1,CBlock,3,1,864.0,864.0,3,0,864,1,0,3,2,0,0,280.0,0,7,2006,116050
527403120,,8125,Corner,NAmes,4,4,1971,HdBoard,NONE,1,CBlock,3,1,244.0,858.0,2,0,858,1,0,3,2,0,0,0.0,0,6,2006,88000
527404180,60.0,7200,Inside,NAmes,4,4,1971,HdBoard,NONE,1,CBlock,3,1,224.0,864.0,2,0,874,1,0,3,2,0,0,576.0,63,3,2006,97500
527427210,26.0,8773,FR2,NAmes,6,5,2002,MetalSd,NONE,2,PConc,4,1,536.0,1487.0,4,0,1419,2,0,2,3,0,0,543.0,196,9,2006,190000
527450010,24.0,2760,Inside,BrDale,6,5,1973,HdBoard,BrkFace,1,CBlock,3,1,525.0,525.0,2,567,1092,1,1,3,2,0,0,440.0,0,12,2006,105500
527450080,24.0,2160,Inside,BrDale,5,6,1973,HdBoard,BrkFace,1,CBlock,3,1,363.0,765.0,3,600,1365,1,1,3,3,1,2,440.0,0,6,2006,125500
527450210,21.0,1953,Inside,BrDale,6,5,1973,HdBoard,BrkFace,1,CBlock,3,1,174.0,483.0,2,504,987,1,1,2,2,0,0,264.0,72,6,2006,83000
527450460,21.0,1890,Inside,BrDale,6,7,1972,HdBoard,BrkFace,1,CBlock,3,1,212.0,494.0,4,536,1030,1,1,3,2,0,0,264.0,0,7,2006,116000
527451200,21.0,1680,Inside,BrDale,6,5,1971,CemntBd,BrkFace,1,CBlock,3,1,672.0,672.0,2,546,1218,1,1,3,2,0,0,0.0,201,4,2006,91500
527451380,21.0,1680,Inside,BrDale,6,7,1972,HdBoard,BrkFace,1,CBlock,3,1,355.0,672.0,3,546,1218,1,1,3,2,0,0,264.0,0,5,2006,118000
527451450,21.0,1680,Inside,BrDale,6,5,1972,HdBoard,BrkFace,1,CBlock,3,1,207.0,483.0,2,465,948,1,1,2,2,0,0,264.0,0,7,2006,89000
527451460,21.0,1680,Inside,BrDale,6,5,1972,HdBoard,BrkFace,1,CBlock,3,1,143.0,525.0,3,567,1092,1,1,3,2,0,0,264.0,352,10,2006,108000
527451520,21.0,1680,Inside,BrDale,6,5,1972,HdBoard,BrkFace,1,CBlock,3,1,483.0,483.0,2,504,987,1,1,2,2,1,1,288.0,0,6,2006,94500
527452070,53.0,4043,Inside,NPkVill,6,5,1975,Plywood,NONE,1,CBlock,4,1,186.0,1069.0,3,0,1069,2,0,2,2,1,1,440.0,0,7,2006,146300
527452290,65.0,7514,Inside,NAmes,5,7,1967,MetalSd,NONE,1,CBlock,3,2,462.0,943.0,2,0,1387,1,0,3,2,1,3,300.0,0,9,2006,145000
527452310,68.0,7838,Inside,NAmes,5,5,1967,HdBoard,NONE,1,CBlock,3,3,95.0,864.0,2,0,900,1,0,3,2,1,1,288.0,175,12,2006,123000
527453070,24.0,2280,FR2,NPkVill,7,7,1976,Plywood,NONE,1,CBlock,3,1,443.0,1055.0,2,0,1055,2,0,2,2,0,0,319.0,0,4,2006,137500
527455100,24.0,2179,Inside,NPkVill,6,5,1976,Plywood,NONE,1,CBlock,4,1,785.0,855.0,3,601,1456,2,1,3,2,1,3,460.0,0,7,2006,144000
528102010,129.0,16737,FR3,NridgHt,9,5,2004,VinylSd,BrkFace,2,PConc,5,3,533.0,1980.0,4,0,1980,2,0,3,4,1,4,770.0,194,9,2006,315000
528102080,72.0,16387,Inside,NridgHt,9,5,2006,VinylSd,Stone,2,PConc,5,1,369.0,1738.0,3,851,2589,2,1,4,4,1,4,831.0,0,8,2006,412083
528106010,111.0,16259,Corner,NridgHt,9,5,2006,VinylSd,Stone,1,PConc,5,3,1249.0,1249.0,4,1347,2596,3,1,4,3,0,0,840.0,240,9,2006,342643
528106120,110.0,16163,Corner,NridgHt,8,5,2004,VinylSd,BrkFace,2,PConc,4,3,1618.0,1618.0,4,0,1618,2,0,2,3,1,4,880.0,0,7,2006,252000
528110050,107.0,13891,Inside,NridgHt,10,5,2006,VinylSd,NONE,3,PConc,5,4,690.0,2076.0,4,0,2076,2,1,2,4,1,4,850.0,216,9,2006,465000
528112010,108.0,12228,Corner,NridgHt,7,5,2006,VinylSd,Stone,2,PConc,5,1,1721.0,1721.0,4,0,1740,2,0,4,3,0,0,874.0,0,9,2006,293000
528114010,120.0,14780,Corner,NridgHt,9,5,2005,VinylSd,BrkFace,3,PConc,5,4,363.0,1868.0,4,0,1868,2,0,2,4,1,4,1085.0,354,6,2006,415000
528116030,98.0,16033,FR2,NridgHt,9,5,2004,VinylSd,BrkFace,2,PConc,5,4,572.0,1833.0,4,0,1850,2,0,3,3,1,4,772.0,519,3,2006,326000
528118010,101.0,14215,Corner,NridgHt,8,5,2005,VinylSd,BrkFace,2,PConc,5,3,1158.0,1158.0,4,1218,2376,3,1,4,3,1,4,853.0,240,11,2006,325300
528118020,108.0,13418,Inside,NridgHt,8,5,2004,VinylSd,Stone,2,PConc,5,3,1117.0,1117.0,4,1320,2452,3,1,4,3,1,4,691.0,113,9,2006,309000
528118110,120.0,13975,Corner,NridgHt,9,5,2005,VinylSd,BrkFace,2,PConc,4,3,1090.0,1090.0,4,1089,2206,2,1,4,4,1,4,670.0,148,8,2006,300000
528120110,80.0,10240,Inside,NridgHt,8,5,2005,VinylSd,BrkFace,2,PConc,4,2,1030.0,1030.0,3,1060,2098,2,1,3,4,1,4,878.0,192,3,2006,275500
528120140,82.0,9942,Inside,NridgHt,9,5,2005,MetalSd,BrkFace,3,PConc,5,3,316.0,1606.0,4,466,2091,2,1,3,4,1,4,521.0,194,5,2006,338500
528138030,85.0,11924,Inside,NridgHt,9,5,2005,WdShing,Stone,3,PConc,5,1,177.0,1175.0,4,1142,2324,3,0,4,4,2,4,736.0,147,7,2006,345000
528142010,103.0,12867,Corner,NridgHt,8,5,2005,CemntBd,NONE,2,PConc,5,3,1209.0,1209.0,4,1044,2253,2,1,3,4,1,4,575.0,243,7,2006,344133
528142060,82.0,10672,Inside,NridgHt,8,5,2006,VinylSd,NONE,2,PConc,5,4,1054.0,1054.0,3,1335,2389,2,1,4,3,1,4,672.0,176,11,2006,298236
528142070,82.0,11643,Inside,NridgHt,8,5,2005,MetalSd,BrkFace,2,PConc,5,3,644.0,1524.0,4,814,2358,2,1,4,4,1,4,784.0,120,8,2006,329900
528142110,90.0,12378,Inside,NridgHt,9,5,2003,VinylSd,NONE,2,PConc,5,4,622.0,1896.0,4,0,1944,2,0,3,4,3,5,708.0,208,11,2006,360000
528144030,86.0,11065,Inside,NridgHt,8,5,2006,VinylSd,Stone,2,PConc,4,2,1085.0,1085.0,4,850,1970,2,1,3,4,1,4,753.0,177,10,2006,281000
528150080,121.0,13758,Inside,NridgHt,9,5,2005,VinylSd,BrkFace,3,PConc,5,4,560.0,1792.0,4,0,1792,2,0,2,3,1,4,925.0,204,3,2006,372397
528150090,131.0,14828,Corner,NridgHt,9,5,2004,MetalSd,BrkFace,3,PConc,5,4,397.0,1780.0,4,0,1780,2,0,2,4,1,4,816.0,144,8,2006,378000
528164040,72.0,11846,Inside,NridgHt,9,5,2003,VinylSd,BrkFace,2,PConc,5,4,225.0,1792.0,4,0,1792,2,0,2,4,1,4,874.0,206,8,2006,374000
528170040,56.0,20431,Inside,NridgHt,9,5,2005,CemntBd,BrkFace,3,PConc,5,1,438.0,1848.0,4,880,2728,2,1,4,4,2,5,706.0,0,4,2006,437154
528172020,74.0,10927,Inside,NridgHt,8,5,2005,VinylSd,BrkFace,2,PConc,4,3,512.0,1058.0,4,846,1904,2,1,3,4,1,4,736.0,179,6,2006,275000
528172150,,13215,Corner,NridgHt,8,5,2004,VinylSd,BrkFace,2,PConc,4,1,426.0,1420.0,4,488,1914,2,1,3,3,1,3,746.0,168,2,2006,279000
528174080,43.0,7052,Inside,NridgHt,7,5,2005,VinylSd,Stone,2,PConc,4,3,705.0,1364.0,4,0,1364,2,0,2,3,1,4,484.0,192,6,2006,185850
528180080,48.0,5911,Inside,NridgHt,9,5,2005,MetalSd,BrkFace,3,PConc,5,1,1088.0,1560.0,4,0,1565,2,0,2,4,1,4,556.0,196,3,2006,282500
528181030,48.0,6955,Inside,NridgHt,7,5,2005,VinylSd,Stone,2,PConc,4,1,1368.0,1368.0,4,0,1368,2,0,2,3,1,4,474.0,132,9,2006,202500
528181040,40.0,6792,Inside,NridgHt,7,5,2005,VinylSd,Stone,2,PConc,4,1,1368.0,1368.0,4,0,1368,2,0,2,3,1,4,474.0,132,3,2006,202665
528186100,61.0,7740,Inside,NridgHt,9,5,2006,MetalSd,BrkFace,2,PConc,5,1,663.0,1686.0,4,0,1686,2,0,1,4,1,4,899.0,266,6,2006,332200
528186110,48.0,6373,Inside,NridgHt,9,5,2006,MetalSd,BrkFace,3,PConc,5,1,1251.0,1666.0,4,0,1666,2,0,2,3,1,4,575.0,228,6,2006,310090
528188040,,3136,Corner,NridgHt,7,5,2003,VinylSd,Stone,2,PConc,4,1,1405.0,1405.0,4,0,1405,2,0,2,3,1,4,478.0,148,3,2006,171750
528218030,65.0,10237,Inside,Gilbert,6,5,2005,VinylSd,NONE,2,PConc,4,1,1288.0,1316.0,4,0,1316,2,0,3,3,1,4,397.0,100,10,2006,169990
528218060,65.0,10237,Inside,Gilbert,6,5,2005,VinylSd,NONE,2,PConc,4,1,728.0,728.0,4,728,1456,2,1,3,3,1,4,390.0,0,2,2006,170440
528218080,65.0,10237,Inside,Gilbert,7,5,2006,VinylSd,NONE,2,PConc,4,1,738.0,738.0,4,754,1492,2,1,3,3,0,0,440.0,0,9,2006,169985
528218130,58.0,17104,Inside,Gilbert,7,5,2006,VinylSd,NONE,2,PConc,4,3,100.0,654.0,4,832,1496,2,1,3,3,1,4,426.0,100,9,2006,179665
528218140,58.0,14054,Inside,Gilbert,7,5,2006,VinylSd,NONE,2,PConc,4,3,879.0,879.0,4,984,1863,2,1,4,3,1,4,660.0,100,11,2006,219210
528221010,102.0,11660,Inside,Gilbert,6,5,2006,VinylSd,NONE,2,PConc,4,3,1326.0,1326.0,4,0,1326,2,0,3,3,0,0,427.0,100,7,2006,174190
528221100,105.0,15578,Corner,Gilbert,6,5,2006,VinylSd,NONE,2,PConc,4,1,728.0,728.0,3,728,1456,2,1,3,2,0,0,429.0,0,5,2006,172785
528222010,96.0,11631,Corner,Gilbert,8,5,2004,VinylSd,BrkFace,2,PConc,4,3,1052.0,1052.0,4,1321,2373,2,1,4,3,1,4,632.0,120,6,2006,258000
528222020,75.0,9073,Inside,Gilbert,7,5,2006,VinylSd,NONE,2,PConc,4,1,738.0,738.0,4,754,1492,2,1,3,3,0,0,440.0,100,10,2006,185101
528228280,43.0,3087,Inside,Blmngtn,7,5,2006,VinylSd,BrkFace,2,PConc,4,3,767.0,1220.0,4,0,1364,2,0,2,3,1,4,437.0,100,11,2006,210250
528228325,,3196,Inside,Blmngtn,7,5,2003,VinylSd,BrkFace,2,PConc,4,4,1374.0,1374.0,4,0,1557,2,0,2,3,1,3,420.0,143,10,2006,234000
528228340,,3196,Inside,Blmngtn,8,5,2003,VinylSd,BrkFace,2,PConc,4,4,1273.0,1273.0,4,0,1456,2,0,2,3,1,3,400.0,143,5,2006,215000
528228360,,2938,Inside,Blmngtn,7,5,2002,VinylSd,BrkFace,2,PConc,4,3,330.0,1368.0,4,0,1511,2,0,2,3,1,3,398.0,130,5,2006,246990
528228415,,3072,Inside,Blmngtn,7,5,2004,VinylSd,BrkFace,2,PConc,4,1,1375.0,1375.0,4,0,1414,2,0,2,3,1,3,398.0,144,5,2006,178740
528228430,,3072,Inside,Blmngtn,7,5,2004,VinylSd,BrkFace,2,PConc,4,1,306.0,1365.0,4,0,1548,2,0,2,3,1,3,388.0,143,9,2006,225000
528228545,43.0,3010,Inside,Blmngtn,7,5,2005,VinylSd,BrkFace,2,PConc,4,3,1232.0,1248.0,4,0,1248,2,0,2,3,0,0,438.0,108,3,2006,167240
528228550,43.0,3010,Inside,Blmngtn,7,5,2005,VinylSd,BrkFace,2,PConc,4,4,1126.0,1142.0,4,0,1142,2,0,2,3,0,0,440.0,90,6,2006,156820
528228565,43.0,3013,Inside,Blmngtn,7,5,2005,VinylSd,BrkFace,2,PConc,4,4,1346.0,1362.0,4,0,1506,2,0,2,3,1,4,440.0,142,4,2006,213490
528228575,53.0,3982,Inside,Blmngtn,8,5,2006,VinylSd,NONE,2,PConc,4,3,366.0,1520.0,4,0,1567,2,0,1,4,1,4,648.0,312,10,2006,264561
528228580,53.0,4045,Inside,Blmngtn,7,5,2006,VinylSd,BrkFace,2,PConc,4,3,286.0,1356.0,4,0,1500,2,0,2,3,1,4,648.0,161,10,2006,246578
